id,gdp,computers_mathematics_statistics,business,before_hs,non_tech_busi,hs,housing,job,graduate,engineering,bachelor_degree,stock
WA0709,350873,79177,223159,307411,712785,2044349,318735.0649,0,473052,130296,816734,1209.621053
WA0708,350873,79177,223159,307411,712785,2044349,318597.8355,0,473052,130296,816734,1163.20087
ID0807,56541,7896,40033,64647,106092,450783,187275,0,63933,15342,136013,1013.687273
ID0806,56396,7896,40033,64647,106092,450783,188335.7143,0,63933,15342,136013,1119.838571
GA0811,406964,90214,406808,592170,786165,2637528,154864.8402,50,587222,122081,999194,617.03
GA0810,406964,90214,406808,592170,786165,2637528,156709.1324,52,587222,122081,999194,709.5347826
MO1406,280525,55801,276025,329212,610899,2009838,141562.8571,34,438090,73200,715346,2116.38619
GA0812,406964,90214,406808,592170,786165,2637528,153726.484,51,587222,122081,999194,617.5922727
ID1505,65356,7896,40033,64647,106092,450783,160763.6364,1,63933,15342,136013,2407.9505
ID1504,65356,7896,40033,64647,106092,450783,160484.8485,0,63933,15342,136013,2388.331905
ID1503,64663,7896,40033,64647,106092,450783,159887.8788,0,63933,15342,136013,2380.088182
ID1502,64663,7896,40033,64647,106092,450783,158972.7273,0,63933,15342,136013,2356.258421
WI1108,264958,34140,169111,217244,455671,1583850,171547,6,278814,55368,532787,1209.317391
WI1109,264958,34140,169111,217244,455671,1583850,170911.6667,8,278814,55368,532787,1226.064545
ID1501,64663,7896,40033,64647,106092,450783,157948.4848,0,63933,15342,136013,2305.4725
WI1101,257637,34140,169111,217244,455671,1583850,177012.4161,6,278814,55368,532787,1441.941905
WI1102,257637,34140,169111,217244,455671,1583850,176139.2617,6,278814,55368,532787,1491.907
WI1103,257637,34140,169111,217244,455671,1583850,175347.9866,5,278814,55368,532787,1431.115217
WI1104,260414,34140,169111,217244,455671,1583850,174646.3087,6,278814,55368,532787,1458.685714
WI1105,260414,34140,169111,217244,455671,1583850,173878.5235,10,278814,55368,532787,1462.417273
WI1106,260414,34140,169111,217244,455671,1583850,173072.1477,9,278814,55368,532787,1367.319091
WI1107,264958,34140,169111,217244,455671,1583850,172355.8528,7,278814,55368,532787,1383.293333
CT0908,233319,38857,164322,209843,444039,1096256,302351.1111,2,350664,62435,440395,956.3895238
CT0909,233319,38857,164322,209843,444039,1096256,301454.4444,0,350664,62435,440395,1007.910909
CT0902,232647,38857,164322,209843,444039,1096256,313895,0,350664,62435,440395,631.5452632
CT0903,232647,38857,164322,209843,444039,1096256,311531.6667,10,350664,62435,440395,648.3013636
IA1412,171493,16173,88518,114251,225315,822850,137269.3878,11,134345,25011,266296,2376.958182
CT0901,232647,38857,164322,209843,444039,1096256,315795,0,350664,62435,440395,634.112
CT0906,232710,38857,164322,209843,444039,1096256,304615,2,350664,62435,440395,851.685
CT0907,233319,38857,164322,209843,444039,1096256,303352.7778,2,350664,62435,440395,888.4069565
CT0904,232710,38857,164322,209843,444039,1096256,308995.5556,2,350664,62435,440395,759.6938095
CT0905,232710,38857,164322,209843,444039,1096256,306597.2222,0,350664,62435,440395,803.4790476
TN1301,287111,31489,210698,364536,462875,1772608,118499.697,16,318959,59500,562037,1463.609565
TN1302,287111,31489,210698,364536,462875,1772608,118743.3333,9,318959,59500,562037,1492.3655
TN1303,287111,31489,210698,364536,462875,1772608,119074.8485,12,318959,59500,562037,1513.297619
TN1304,284979,31489,210698,364536,462875,1772608,119320.6061,9,318959,59500,562037,1498.702273
TN1305,284979,31489,210698,364536,462875,1772608,119563.3333,11,318959,59500,562037,1565.588696
TN1306,284979,31489,210698,364536,462875,1772608,119823.0303,9,318959,59500,562037,1559.56
TN1307,288349,31489,210698,364536,462875,1772608,120207.2727,7,318959,59500,562037,1614.018696
TN1308,288349,31489,210698,364536,462875,1772608,120640.6061,11,318959,59500,562037,1667.165
TN1309,288349,31489,210698,364536,462875,1772608,121048.7879,11,318959,59500,562037,1724.962857
CA1404,2332968,420454,1469434,3755889,4010214,11924567,499774.7489,883,2810958,790458,4789014,1979.983182
CA1407,2380773,420454,1469434,3755889,4010214,11924567,509417.934,813,2810958,790458,4789014,2173.153913
WV1212,69823,5281,32716,74249,88304,438570,84962.5,7,64038,10367,97728,1390.435238
TX1401,1586619,213579,995214,2294561,1953257,7404745,161112.4688,326,1400386,411982,2682327,1909.858696
IN1405,322171,30459,153786,303227,381724,1593784,105769.5864,8,263110,50424,453834,1996.925455
CA1406,2332968,420454,1469434,3755889,4010214,11924567,505680.6313,820,2810958,790458,4789014,2116.38619
NV1411,136378,15970,101255,239005,208045,1091503,270225.9259,6,139333,28986,270858,2316.798947
CA1409,2380773,420454,1469434,3755889,4010214,11924567,517327.2597,917,2810958,790458,4789014,2236.772857
WI1210,272922,34140,169111,217244,455671,1583850,168091.8301,6,278814,55368,532787,1351.608696
WI1211,272922,34140,169111,217244,455671,1583850,168392.1569,6,278814,55368,532787,1324.842727
WI1212,272922,34140,169111,217244,455671,1583850,168669.6078,9,278814,55368,532787,1390.435238
CA1408,2380773,420454,1469434,3755889,4010214,11924567,513407.0301,879,2810958,790458,4789014,2173.679524
NE1301,107739,11818,68725,79248,157845,532408,130870,29,97195,13623,190735,1463.609565
ND1511,54311,3923,19482,19659,54125,188226,178608.3333,0,28935,5053,67764,2342.723
MS1511,107181,7264,49573,123203,113598,494474,105947.8261,3,85801,10534,131583,2342.723
MS1510,107181,7264,49573,123203,113598,494474,106005.7971,2,85801,10534,131583,2275.301818
SC1510,205686,21212,141526,233133,319810,1149942,128014.8438,115,219133,44467,382528,2275.301818
MT1507,45542,3755,19256,24440,68468,231751,201140,4,39930,6461,78879,2294.164783
MI1409,452963,61090,314895,461959,718573,2893513,133801.4553,4,562171,152256,853007,2236.772857
TX0903,1170166,213579,995214,2294561,1953257,7404745,149843.6508,79,1400386,411982,2682327,648.3013636
TX0902,1170166,213579,995214,2294561,1953257,7404745,149700.3968,57,1400386,411982,2682327,631.5452632
TX0901,1170166,213579,995214,2294561,1953257,7404745,149525.7937,51,1400386,411982,2682327,634.112
MI1408,452963,61090,314895,461959,718573,2893513,133510.6029,6,562171,152256,853007,2173.679524
TX0907,1159954,213579,995214,2294561,1953257,7404745,149978.5714,86,1400386,411982,2682327,888.4069565
TX0906,1149733,213579,995214,2294561,1953257,7404745,149957.1429,51,1400386,411982,2682327,851.685
TX0905,1149733,213579,995214,2294561,1953257,7404745,149952.381,57,1400386,411982,2682327,803.4790476
TX0904,1149733,213579,995214,2294561,1953257,7404745,149929.7619,87,1400386,411982,2682327,759.6938095
TX0909,1159954,213579,995214,2294561,1953257,7404745,149905.9524,81,1400386,411982,2682327,1007.910909
TX0908,1159954,213579,995214,2294561,1953257,7404745,149986.5079,60,1400386,411982,2682327,956.3895238
CA1501,2438787,420454,1469434,3755889,4010214,11924567,531109.1822,1253,2810958,790458,4789014,2305.4725
CA0806,2005086,420454,1469434,3755889,4010214,11924567,500369.3846,99,2810958,790458,4789014,1119.838571
CA0807,2012734,420454,1469434,3755889,4010214,11924567,492556.1538,121,2810958,790458,4789014,1013.687273
CA0804,2005086,420454,1469434,3755889,4010214,11924567,516094.7692,102,2810958,790458,4789014,1052.904091
CA0805,2005086,420454,1469434,3755889,4010214,11924567,508007.2308,120,2810958,790458,4789014,1145.277619
CA0802,1969526,420454,1469434,3755889,4010214,11924567,532960.7088,133,2810958,790458,4789014,1020.0545
CA0803,1969526,420454,1469434,3755889,4010214,11924567,524227.1186,179,2810958,790458,4789014,989.752
IL1408,751996,133207,588435,860238,1373386,4098980,185055.2632,85,994081,195089,1573175,2173.679524
CA0801,1969526,420454,1469434,3755889,4010214,11924567,540893.6826,168,2810958,790458,4789014,1037.95619
IL1406,742655,133207,588435,860238,1373386,4098980,183944.7368,84,994081,195089,1573175,2116.38619
IL1407,751996,133207,588435,860238,1373386,4098980,184403.7281,69,994081,195089,1573175,2173.153913
IL1404,742655,133207,588435,860238,1373386,4098980,183120.614,78,994081,195089,1573175,1979.983182
IL1405,742655,133207,588435,860238,1373386,4098980,183552.4123,65,994081,195089,1573175,1996.925455
IL1402,729302,133207,588435,860238,1373386,4098980,181971.2719,63,994081,195089,1573175,1969.8875
CA1402,2295017,420454,1469434,3755889,4010214,11924567,492558.5366,718,2810958,790458,4789014,1969.8875
NE0708,81888,11818,68725,79248,157845,532408,120482.3529,0,97195,13623,190735,1163.20087
NE0709,81888,11818,68725,79248,157845,532408,120117.6471,0,97195,13623,190735,1209.621053
PA1305,659926,117890,532337,752273,1327043,4654541,161292.8934,107,982941,187954,1518031,1565.588696
IN1511,341399,30459,153786,303227,381724,1593784,111479.0754,16,263110,50424,453834,2342.723
MI1402,437904,61090,314895,461959,718573,2893513,128980.6653,1,562171,152256,853007,1969.8875
DE1408,66433,1741,10366,17740,26182,101897,193273.0769,1,19116,2699,28117,2173.679524
UT1303,131325,24124,94286,121092,269397,894080,200873.75,1,158699,33316,319181,1513.297619
DE1409,66433,1741,10366,17740,26182,101897,193815.3846,1,19116,2699,28117,2236.772857
MO0806,249777,55801,276025,329212,610899,2009838,169136.6667,0,438090,73200,715346,1119.838571
MO0807,248096,55801,276025,329212,610899,2009838,168946.6667,0,438090,73200,715346,1013.687273
MO0804,249777,55801,276025,329212,610899,2009838,169231.3333,1,438090,73200,715346,1052.904091
MO0805,249777,55801,276025,329212,610899,2009838,169159.3333,0,438090,73200,715346,1145.277619
MO0802,245735,55801,276025,329212,610899,2009838,169964,0,438090,73200,715346,1020.0545
MO0803,245735,55801,276025,329212,610899,2009838,169564.6667,0,438090,73200,715346,989.752
NC1011,423545,75081,320315,486153,791402,2308482,160232.5926,12,522169,107423,948264,1329.745
MO0801,245735,55801,276025,329212,610899,2009838,170344.6667,0,438090,73200,715346,1037.95619
MO1409,285288,55801,276025,329212,610899,2009838,142959.0476,38,438090,73200,715346,2236.772857
TN0710,249090,31489,210698,364536,462875,1772608,123639.3502,0,318959,59500,562037,1267.43
NJ1408,546852,9997,38638,83784,102674,378087,337261.5819,46,70990,15327,118830,2173.679524
MO0808,248096,55801,276025,329212,610899,2009838,168528.6667,0,438090,73200,715346,1048.620476
MO0809,248096,55801,276025,329212,610899,2009838,168092,0,438090,73200,715346,928.2533333
WA1302,400615,79177,223159,307411,712785,2044349,238273.6641,17,473052,130296,816734,1492.3655
FL0801,757700,145537,890486,1435116,1778607,7436207,263301.4199,8,1275533,282798,2264803,1037.95619
FL0802,757700,145537,890486,1435116,1778607,7436207,258690.0609,9,1275533,282798,2264803,1020.0545
FL0803,757700,145537,890486,1435116,1778607,7436207,253727.5862,12,1275533,282798,2264803,989.752
FL0804,754951,145537,890486,1435116,1778607,7436207,248782.5558,11,1275533,282798,2264803,1052.904091
FL0805,754951,145537,890486,1435116,1778607,7436207,244235.6998,23,1275533,282798,2264803,1145.277619
FL0806,754951,145537,890486,1435116,1778607,7436207,239809.9391,15,1275533,282798,2264803,1119.838571
FL0807,747901,145537,890486,1435116,1778607,7436207,235438.3367,18,1275533,282798,2264803,1013.687273
FL0808,747901,145537,890486,1435116,1778607,7436207,231093.9148,11,1275533,282798,2264803,1048.620476
FL0809,747901,145537,890486,1435116,1778607,7436207,226662.6775,14,1275533,282798,2264803,928.2533333
CT1503,249397,38857,164322,209843,444039,1096256,284719.6721,1,350664,62435,440395,2380.088182
MI1404,445638,61090,314895,461959,718573,2893513,130499.1684,2,562171,152256,853007,1979.983182
CT1505,252741,38857,164322,209843,444039,1096256,286175.9563,1,350664,62435,440395,2407.9505
DE1406,65139,1741,10366,17740,26182,101897,192353.8462,1,19116,2699,28117,2116.38619
CT1507,253666,38857,164322,209843,444039,1096256,287369.3989,2,350664,62435,440395,2294.164783
CT1506,252741,38857,164322,209843,444039,1096256,286851.9126,2,350664,62435,440395,2402.202727
ND0801,31478,3923,19482,19659,54125,188226,142000,0,28935,5053,67764,1037.95619
ND0802,31478,3923,19482,19659,54125,188226,142450,0,28935,5053,67764,1020.0545
ND0803,31478,3923,19482,19659,54125,188226,142000,0,28935,5053,67764,989.752
ND0804,32432,3923,19482,19659,54125,188226,141350,0,28935,5053,67764,1052.904091
ND0805,32432,3923,19482,19659,54125,188226,141000,0,28935,5053,67764,1145.277619
ND0806,32432,3923,19482,19659,54125,188226,140850,0,28935,5053,67764,1119.838571
ND0807,33426,3923,19482,19659,54125,188226,141150,0,28935,5053,67764,1013.687273
ND0808,33426,3923,19482,19659,54125,188226,142350,0,28935,5053,67764,1048.620476
ND0809,33426,3923,19482,19659,54125,188226,143700,0,28935,5053,67764,928.2533333
SC1412,194341,21212,141526,233133,319810,1149942,121632.0313,95,219133,44467,382528,2376.958182
NE1508,114993,11818,68725,79248,157845,532408,143475,43,97195,13623,190735,2231.098571
VA1307,449449,40361,154937,254085,448210,1427178,243490.7895,670,306080,59813,485501,1614.018696
DE1401,63426,1741,10366,17740,26182,101897,188334.6154,1,19116,2699,28117,1909.858696
SC1503,196451,21212,141526,233133,319810,1149942,122839.8438,85,219133,44467,382528,2380.088182
MS0808,97975,7264,49573,123203,113598,494474,98898.80952,0,85801,10534,131583,1048.620476
MS0809,97975,7264,49573,123203,113598,494474,100003.5714,0,85801,10534,131583,928.2533333
DE1402,63426,1741,10366,17740,26182,101897,189219.2308,1,19116,2699,28117,1969.8875
NE1506,113183,11818,68725,79248,157845,532408,141590,35,97195,13623,190735,2402.202727
MS0802,96085,7264,49573,123203,113598,494474,96473.17073,0,85801,10534,131583,1020.0545
MS0803,96085,7264,49573,123203,113598,494474,97002.43902,0,85801,10534,131583,989.752
MS0801,96085,7264,49573,123203,113598,494474,95956.09756,0,85801,10534,131583,1037.95619
MS0806,97972,7264,49573,123203,113598,494474,97595.12195,0,85801,10534,131583,1119.838571
MS0807,97975,7264,49573,123203,113598,494474,98006.09756,0,85801,10534,131583,1013.687273
MS0804,97972,7264,49573,123203,113598,494474,97240.2439,0,85801,10534,131583,1052.904091
MS0805,97972,7264,49573,123203,113598,494474,97385.36585,0,85801,10534,131583,1145.277619
NE1504,113183,11818,68725,79248,157845,532408,140105,35,97195,13623,190735,2388.331905
AK1012,55785,2697,15776,19652,49903,190541,220408.3333,16,32362,6993,57302,1385.633913
VA1303,447733,40361,154937,254085,448210,1427178,237569.7368,634,306080,59813,485501,1513.297619
AK1010,55785,2697,15776,19652,49903,190541,221000,17,32362,6993,57302,1252.45381
AK1011,55785,2697,15776,19652,49903,190541,220266.6667,20,32362,6993,57302,1329.745
VA1302,447733,40361,154937,254085,448210,1427178,236467.5439,554,306080,59813,485501,1492.3655
HI1012,68989,10181,58124,70536,148635,531395,419681.6327,20,92543,18452,182131,1385.633913
HI1011,68989,10181,58124,70536,148635,531395,420800,17,92543,18452,182131,1329.745
HI1010,68989,10181,58124,70536,148635,531395,421459.1837,6,92543,18452,182131,1252.45381
NC1303,445896,75081,320315,486153,791402,2308482,155522.7941,44,522169,107423,948264,1513.297619
WV1204,71798,5281,32716,74249,88304,438570,83600,29,64038,10367,97728,1488.04
NC1301,445896,75081,320315,486153,791402,2308482,154906.25,27,522169,107423,948264,1463.609565
WA1208,393232,79177,223159,307411,712785,2044349,230620.9924,33,473052,130296,816734,1400.080435
NC1307,457028,75081,320315,486153,791402,2308482,156776.8382,43,522169,107423,948264,1614.018696
NC1306,449366,75081,320315,486153,791402,2308482,156452.5735,64,522169,107423,948264,1559.56
NC1305,449366,75081,320315,486153,791402,2308482,156111.7647,48,522169,107423,948264,1565.588696
WA1109,370340,79177,223159,307411,712785,2044349,229732.9502,29,473052,130296,816734,1226.064545
OH1012,511553,76717,409940,612071,932201,3814008,127495.7871,13,671248,142199,1118252,1385.633913
OH1011,511553,76717,409940,612071,932201,3814008,127873.1707,13,671248,142199,1118252,1329.745
OH1010,511553,76717,409940,612071,932201,3814008,128350.3326,24,671248,142199,1118252,1252.45381
WV1206,71798,5281,32716,74249,88304,438570,83325,29,64038,10367,97728,1321.774286
OK0808,160346,16071,105907,193004,233811,981440,67142.85714,0,148815,27610,290413,1048.620476
OK0809,160346,16071,105907,193004,233811,981440,66757.14286,0,148815,27610,290413,928.2533333
WV1207,70763,5281,32716,74249,88304,438570,83262.5,37,64038,10367,97728,1316.863182
OK0801,151792,16071,105907,193004,233811,981440,66429.41176,0,148815,27610,290413,1037.95619
OK0802,151792,16071,105907,193004,233811,981440,66379.41176,0,148815,27610,290413,1020.0545
OK0803,151792,16071,105907,193004,233811,981440,66661.76471,1,148815,27610,290413,989.752
GA0712,423467,90214,406808,592170,786165,2637528,166312.963,27,587222,122081,999194,1161.6825
OK0805,159637,16071,105907,193004,233811,981440,67800,0,148815,27610,290413,1145.277619
GA0710,423467,90214,406808,592170,786165,2637528,166523.1481,0,587222,122081,999194,1267.43
GA0711,423467,90214,406808,592170,786165,2637528,166443.0556,0,587222,122081,999194,1177.790476
WA1203,384897,79177,223159,307411,712785,2044349,227205.3435,27,473052,130296,816734,1514.741818
NH0709,60470,9861,36849,39161,95408,284136,246757.7381,0,66239,16945,113986,1209.621053
NH0708,60470,9861,36849,39161,95408,284136,247875.5952,0,66239,16945,113986,1163.20087
VA1205,441276,40361,154937,254085,448210,1427178,231718.4211,663,306080,59813,485501,1373.113043
WA1201,384897,79177,223159,307411,712785,2044349,227241.7625,25,473052,130296,816734,1375.101818
DC0801,97179,124249,316781,276101,978209,1252897,386700,0,848663,156585,861894,1037.95619
DC1407,116679,124249,316781,276101,978209,1252897,453100,0,848663,156585,861894,2173.153913
DC0803,97179,124249,316781,276101,978209,1252897,381000,0,848663,156585,861894,989.752
DC0802,97179,124249,316781,276101,978209,1252897,383700,0,848663,156585,861894,1020.0545
DC0805,97131,124249,316781,276101,978209,1252897,376500,0,848663,156585,861894,1145.277619
DC0804,97131,124249,316781,276101,978209,1252897,378500,0,848663,156585,861894,1052.904091
DC0807,97553,124249,316781,276101,978209,1252897,372500,0,848663,156585,861894,1013.687273
DC0806,97131,124249,316781,276101,978209,1252897,374800,0,848663,156585,861894,1119.838571
DC0809,97553,124249,316781,276101,978209,1252897,366500,0,848663,156585,861894,928.2533333
DC0808,97553,124249,316781,276101,978209,1252897,369500,0,848663,156585,861894,1048.620476
ND1508,55819,3923,19482,19659,54125,188226,177008.3333,0,28935,5053,67764,2231.098571
ND1509,55819,3923,19482,19659,54125,188226,177108.3333,0,28935,5053,67764,2149.141429
DC1408,116679,124249,316781,276101,978209,1252897,456400,0,848663,156585,861894,2173.679524
WA1206,388981,79177,223159,307411,712785,2044349,229090.8397,28,473052,130296,816734,1321.774286
PA1206,636652,117890,532337,752273,1327043,4654541,158481.3717,69,982941,187954,1518031,1321.774286
OH1306,560119,76717,409940,612071,932201,3814008,127324.3902,8,671248,142199,1118252,1559.56
OH1305,560119,76717,409940,612071,932201,3814008,127044.1242,5,671248,142199,1118252,1565.588696
OH1304,560119,76717,409940,612071,932201,3814008,126805.5432,9,671248,142199,1118252,1498.702273
OH1303,560905,76717,409940,612071,932201,3814008,126592.2395,9,671248,142199,1118252,1513.297619
WA1205,388981,79177,223159,307411,712785,2044349,228269.8473,39,473052,130296,816734,1373.113043
OH1301,560905,76717,409940,612071,932201,3814008,126275.1663,4,671248,142199,1118252,1463.609565
IL1502,767643,133207,588435,860238,1373386,4098980,186396.7105,100,994081,195089,1573175,2356.258421
WA1204,388981,79177,223159,307411,712785,2044349,227700.7634,29,473052,130296,816734,1488.04
NJ1012,490629,9997,38638,83784,102674,378087,336354.049,29,70990,15327,118830,1385.633913
NJ1010,490629,9997,38638,83784,102674,378087,339542.7495,30,70990,15327,118830,1252.45381
NJ1011,490629,9997,38638,83784,102674,378087,338091.7137,27,70990,15327,118830,1329.745
GA1504,494747,90214,406808,592170,786165,2637528,143189.9194,103,587222,122081,999194,2388.331905
NV1003,119739,15970,101255,239005,208045,1091503,238711.5385,0,139333,28986,270858,1160.425217
AR1504,118707,12307,61768,134489,139094,611453,114627.7108,62,96987,13505,169147,2388.331905
DC1409,116679,124249,316781,276101,978209,1252897,458900,0,848663,156585,861894,2236.772857
MI1506,465561,61090,314895,461959,718573,2893513,139237.6299,28,562171,152256,853007,2402.202727
NV1002,119739,15970,101255,239005,208045,1091503,238169.2308,0,139333,28986,270858,1080.5695
NJ1209,520936,9997,38638,83784,102674,378087,317659.6987,56,70990,15327,118830,1406.1595
FL1410,851683,145537,890486,1435116,1778607,7436207,204478.0303,81,1275533,282798,2264803,2128.036957
FL1411,851683,145537,890486,1435116,1778607,7436207,206092.9924,122,1275533,282798,2264803,2316.798947
FL1412,851683,145537,890486,1435116,1778607,7436207,207621.4015,147,1275533,282798,2264803,2376.958182
AL0801,171941,24306,131668,221843,264527,1051898,150334.188,28,201930,45492,335456,1037.95619
AL1407,196888,24306,131668,221843,264527,1051898,124700,29,201930,45492,335456,2173.153913
AL0803,171941,24306,131668,221843,264527,1051898,149785.4701,7,201930,45492,335456,989.752
AL0802,171941,24306,131668,221843,264527,1051898,149951.2821,10,201930,45492,335456,1020.0545
AL0805,174068,24306,131668,221843,264527,1051898,149479.4872,8,201930,45492,335456,1145.277619
AL0804,174068,24306,131668,221843,264527,1051898,149638.4615,7,201930,45492,335456,1052.904091
AL0807,174268,24306,131668,221843,264527,1051898,148472.6496,7,201930,45492,335456,1013.687273
AL0806,174068,24306,131668,221843,264527,1051898,149152.1368,10,201930,45492,335456,1119.838571
AL0809,174268,24306,131668,221843,264527,1051898,146878.8136,11,201930,45492,335456,928.2533333
AL0808,174268,24306,131668,221843,264527,1051898,147597.4576,12,201930,45492,335456,1048.620476
CO1306,283663,64314,246366,261182,625267,1553114,246307.2727,46,428733,98610,732144,1559.56
DE1201,61155,1741,10366,17740,26182,101897,181988.4615,0,19116,2699,28117,1375.101818
DE1206,60932,1741,10366,17740,26182,101897,181319.2308,0,19116,2699,28117,1321.774286
DE1207,60679,1741,10366,17740,26182,101897,182276.9231,0,19116,2699,28117,1316.863182
DE1204,60932,1741,10366,17740,26182,101897,180334.6154,0,19116,2699,28117,1488.04
DE1205,60932,1741,10366,17740,26182,101897,180534.6154,0,19116,2699,28117,1373.113043
ID1406,62663,7896,40033,64647,106092,450783,154818.1818,0,63933,15342,136013,2116.38619
ID1407,63289,7896,40033,64647,106092,450783,154951.5152,0,63933,15342,136013,2173.153913
ID1404,62663,7896,40033,64647,106092,450783,154178.7879,0,63933,15342,136013,1979.983182
ID1405,62663,7896,40033,64647,106092,450783,154518.1818,0,63933,15342,136013,1996.925455
ID1402,61842,7896,40033,64647,106092,450783,152966.6667,0,63933,15342,136013,1969.8875
ID1403,61842,7896,40033,64647,106092,450783,153654.5455,0,63933,15342,136013,2017.77381
ID1401,61842,7896,40033,64647,106092,450783,152124.2424,0,63933,15342,136013,1909.858696
ND1212,55140,3923,19482,19659,54125,188226,160783.3333,0,28935,5053,67764,1390.435238
ND1210,55140,3923,19482,19659,54125,188226,159425,0,28935,5053,67764,1351.608696
ND1211,55140,3923,19482,19659,54125,188226,159983.3333,0,28935,5053,67764,1324.842727
UT1405,139093,24124,94286,121092,269397,894080,222511.25,19,158699,33316,319181,1996.925455
AR1506,118707,12307,61768,134489,139094,611453,115666.2651,64,96987,13505,169147,2402.202727
MI1504,465561,61090,314895,461959,718573,2893513,137827.4428,34,562171,152256,853007,2388.331905
NH0905,60777,9861,36849,39161,95408,284136,217313.0952,2,66239,16945,113986,803.4790476
NH0904,60777,9861,36849,39161,95408,284136,219104.1667,3,66239,16945,113986,759.6938095
NH0907,64491,9861,36849,39161,95408,284136,214447.0238,2,66239,16945,113986,888.4069565
NH0906,60777,9861,36849,39161,95408,284136,215662.5,2,66239,16945,113986,851.685
NH0901,60769,9861,36849,39161,95408,284136,223139.881,2,66239,16945,113986,634.112
AR1207,109308,12307,61768,134489,139094,611453,110384.3373,163,96987,13505,169147,1316.863182
NH0903,60769,9861,36849,39161,95408,284136,220835.119,4,66239,16945,113986,648.3013636
NH0902,60769,9861,36849,39161,95408,284136,222150.5952,2,66239,16945,113986,631.5452632
RI1411,54824,10431,49963,108914,142664,448167,257897.5,0,96711,17280,149624,2316.798947
AR1208,109308,12307,61768,134489,139094,611453,110796.3855,158,96987,13505,169147,1400.080435
AR1209,109308,12307,61768,134489,139094,611453,111196.3855,147,96987,13505,169147,1406.1595
NH0909,64491,9861,36849,39161,95408,284136,212582.7381,2,66239,16945,113986,1007.910909
NH0908,64491,9861,36849,39161,95408,284136,213383.9286,3,66239,16945,113986,956.3895238
CA1506,2475826,420454,1469434,3755889,4010214,11924567,552354.6628,1163,2810958,790458,4789014,2402.202727
RI1410,54824,10431,49963,108914,142664,448167,257775,0,96711,17280,149624,2128.036957
MN1101,276510,51029,211445,165552,575927,1424344,187726.9737,3,339362,69759,654448,1441.941905
MT1304,42962,3755,19256,24440,68468,231751,187910,0,39930,6461,78879,1498.702273
MN1103,276510,51029,211445,165552,575927,1424344,184160.5263,1,339362,69759,654448,1431.115217
MN1102,276510,51029,211445,165552,575927,1424344,186157.2368,2,339362,69759,654448,1491.907
MN1105,283771,51029,211445,165552,575927,1424344,181274.3421,2,339362,69759,654448,1462.417273
MN1104,283771,51029,211445,165552,575927,1424344,182360.5263,2,339362,69759,654448,1458.685714
MN1107,284466,51029,211445,165552,575927,1424344,179896.0526,2,339362,69759,654448,1383.293333
MN1106,283771,51029,211445,165552,575927,1424344,180494.7368,3,339362,69759,654448,1367.319091
MN1109,284466,51029,211445,165552,575927,1424344,179020.3947,1,339362,69759,654448,1226.064545
MN1108,284466,51029,211445,165552,575927,1424344,179442.1053,1,339362,69759,654448,1209.317391
MT1309,43329,3755,19256,24440,68468,231751,191325,0,39930,6461,78879,1724.962857
MT1308,43329,3755,19256,24440,68468,231751,190785,0,39930,6461,78879,1667.165
ND1002,34480,3923,19482,19659,54125,188226,152750,0,28935,5053,67764,1080.5695
AR0911,98842,12307,61768,134489,139094,611453,112176.8293,39,96987,13505,169147,1046.013333
AR0910,98842,12307,61768,134489,139094,611453,111976.8293,50,96987,13505,169147,1033.439545
AR0912,98842,12307,61768,134489,139094,611453,112230.4878,74,96987,13505,169147,1102.988261
CO1010,259518,64314,246366,261182,625267,1553114,234820.8589,43,428733,98610,732144,1252.45381
CO1011,259518,64314,246366,261182,625267,1553114,234360.7362,15,428733,98610,732144,1329.745
CO1012,259518,64314,246366,261182,625267,1553114,233343.5583,13,428733,98610,732144,1385.633913
WI1511,307047,34140,169111,217244,455671,1583850,183071.2418,10,278814,55368,532787,2342.723
NV1108,125021,15970,101255,239005,208045,1091503,205148.1481,0,139333,28986,270858,1209.317391
PA1108,621577,117890,532337,752273,1327043,4654541,160213.5089,76,982941,187954,1518031,1209.317391
MI0912,367607,61090,314895,461959,718573,2893513,118076.8018,8,562171,152256,853007,1102.988261
NV1101,122162,15970,101255,239005,208045,1091503,219614.8148,1,139333,28986,270858,1441.941905
MI0910,367607,61090,314895,461959,718573,2893513,118663.5135,6,562171,152256,853007,1033.439545
MI0911,367607,61090,314895,461959,718573,2893513,118517.7928,6,562171,152256,853007,1046.013333
NV1104,125163,15970,101255,239005,208045,1091503,216077.7778,5,139333,28986,270858,1458.685714
PA1104,611533,117890,532337,752273,1327043,4654541,162062.8523,59,982941,187954,1518031,1458.685714
NV1106,125163,15970,101255,239005,208045,1091503,210233.3333,1,139333,28986,270858,1367.319091
PA1106,611533,117890,532337,752273,1327043,4654541,161212.8096,65,982941,187954,1518031,1367.319091
GA1505,494747,90214,406808,592170,786165,2637528,144011.6935,105,587222,122081,999194,2407.9505
ME1508,57738,3711,16857,26895,73828,195579,44300,5,42151,5545,71976,2231.098571
NE1509,114993,11818,68725,79248,157845,532408,144800,37,97195,13623,190735,2149.141429
ME1408,55691,3711,16857,26895,73828,195579,45000,2,42151,5545,71976,2173.679524
VT1306,28522,2267,8142,12545,38213,83346,203111.5385,5,21879,3768,35447,1559.56
